codigoNacional;idEquipo;idPista;momento;ts;td;tMin12Horas;tMax12Horas;tMin24Horas;tMax24Horas;horaTMin12Horas;horaTMax12Horas;horaTMin24Horas;horaTMax24Horas;ts02;ts10;ts30;momentoRegistro;tsMed15m;tsMax15m;tsMin15m;tsSupMax15m;tsSupMed15m;tsSupMin15m;tMin1M;tMax1M
330075;0;;2023-03-01 22:00:00;28.1;7.1;;;;;;;;;;;;2023-03-01 22:20:23;;28.9;28.1;;;;;
330075;0;;2023-03-01 22:20:00;27.5;6.0;;;;;;;;;;;;2023-03-01 23:20:18;;28.2;27.5;;;;;
330075;0;;2023-03-01 22:40:00;26.9;7.6;;;;;;;;;;;;2023-03-01 23:20:18;;27.8;26.9;;;;;
330075;0;;2023-03-01 23:00:00;25.9;8.0;;;;;;;;;;;;2023-03-01 23:20:18;;27.1;25.9;;;;;
330075;0;;2023-03-01 23:20:00;24.8;8.0;;;;;;;;;;;;2023-03-02 00:20:13;;26.0;24.8;;;;;
330075;0;;2023-03-01 23:40:00;22.5;6.9;;;;;;;;;;;;2023-03-02 00:20:13;;24.9;22.4;;;;;
330075;0;;2023-03-02 00:00:00;22.0;6.7;;;;;;;;;;;;2023-03-02 00:20:13;;22.7;21.7;;;;;
330075;0;;2023-03-02 00:20:00;21.8;6.5;;;;;;;;;;;;2023-03-02 01:20:16;;22.3;21.6;;;;;
330075;0;;2023-03-02 00:40:00;20.7;6.1;;;;;;;;;;;;2023-03-02 01:20:16;;21.8;20.6;;;;;
330075;0;;2023-03-02 01:00:00;19.9;5.7;;;;;;;;;;;;2023-03-02 01:20:16;;20.8;19.9;;;;;
330075;0;;2023-03-02 01:20:00;20.0;5.4;;;;;;;;;;;;2023-03-02 02:35:14;;20.2;19.8;;;;;
330075;0;;2023-03-02 01:40:00;19.1;5.1;;;;;;;;;;;;2023-03-02 02:35:14;;20.3;19.1;;;;;
330075;0;;2023-03-02 02:00:00;18.9;5.1;;;;;;;;;;;;2023-03-02 02:35:14;;19.2;18.7;;;;;
330075;0;;2023-03-02 02:20:00;18.1;4.8;;;;;;;;;;;;2023-03-02 03:20:17;;19.1;18.1;;;;;
330075;0;;2023-03-02 02:40:00;18.0;4.7;;;;;;;;;;;;2023-03-02 03:20:17;;18.4;17.9;;;;;
330075;0;;2023-03-02 03:00:00;17.6;4.7;;;;;;;;;;;;2023-03-02 03:20:17;;18.3;17.5;;;;;
330075;0;;2023-03-02 03:40:00;18.0;4.8;;;;;;;;;;;;2023-03-02 04:20:12;;18.0;17.5;;;;;
330075;0;;2023-03-02 04:00:00;17.6;4.6;;;;;;;;;;;;2023-03-02 04:20:12;;18.2;17.2;;;;;
330075;0;;2023-03-02 04:20:00;16.7;4.2;;;;;;;;;;;;2023-03-02 05:20:17;;17.7;16.7;;;;;
330075;0;;2023-03-02 04:40:00;16.8;4.3;;;;;;;;;;;;2023-03-02 05:20:17;;17.1;16.6;;;;;
330075;0;;2023-03-02 05:00:00;16.8;4.0;;;;;;;;;;;;2023-03-02 05:20:17;;16.9;16.5;;;;;
330075;0;;2023-03-02 05:20:00;16.4;3.6;;;;;;;;;;;;2023-03-02 06:20:16;;17.1;16.4;;;;;
330075;0;;2023-03-02 05:40:00;16.2;3.3;;;;;;;;;;;;2023-03-02 06:20:16;;16.9;16.2;;;;;
330075;0;;2023-03-02 06:00:00;16.0;3.3;;;;;;;;;;;;2023-03-02 06:20:16;;16.7;15.8;;;;;
330075;0;;2023-03-02 06:20:00;15.6;3.2;;;;;;;;;;;;2023-03-02 07:20:14;;16.2;15.5;;;;;
330075;0;;2023-03-02 06:40:00;15.4;2.9;;;;;;;;;;;;2023-03-02 07:20:14;;16.1;15.4;;;;;
330075;0;;2023-03-02 07:00:00;15.4;2.5;;;;;;;;;;;;2023-03-02 07:20:14;;15.7;15.2;;;;;
330075;0;;2023-03-02 07:20:00;15.5;2.4;;;;;;;;;;;;2023-03-02 08:50:14;;15.7;15.3;;;;;
330075;0;;2023-03-02 07:40:00;15.7;1.9;;;;;;;;;;;;2023-03-02 08:50:14;;15.9;15.4;;;;;
330075;0;;2023-03-02 08:00:00;14.8;2.0;;;;;;;;;;;;2023-03-02 08:50:14;;16.0;14.7;;;;;
330075;0;;2023-03-02 08:20:00;15.1;1.6;;;;;;;;;;;;2023-03-02 09:20:15;;15.4;14.6;;;;;
330075;0;;2023-03-02 08:40:00;14.8;1.1;;;;;;;;;;;;2023-03-02 09:20:15;;15.1;14.5;;;;;
330075;0;;2023-03-02 09:00:00;14.5;1.1;;;;;;;;;;;;2023-03-02 09:20:15;;14.9;14.3;;;;;
330075;0;;2023-03-02 09:20:00;14.4;0.5;;;;;;;;;;;;2023-03-02 10:20:14;;15.1;14.3;;;;;
330075;0;;2023-03-02 09:40:00;14.3;0.4;;;;;;;;;;;;2023-03-02 10:20:14;;14.7;14.2;;;;;
330075;0;;2023-03-02 10:00:00;14.6;0.1;;;;;;;;;;;;2023-03-02 10:20:14;;14.7;14.2;;;;;
330075;0;;2023-03-02 10:20:00;14.4;-0.3;;;;;;;;;;;;2023-03-02 11:45:04;;14.9;14.4;;;;;
330075;0;;2023-03-02 10:40:00;14.1;0.1;;;;;;;;;;;;2023-03-02 11:45:04;;14.9;14.0;;;;;
330075;0;;2023-03-02 11:00:00;13.1;-0.1;;;;;;;;;;;;2023-03-02 11:45:04;;14.3;12.7;;;;;
330075;0;;2023-03-02 11:20:00;13.9;-0.3;;;;;;;;;;;;2023-03-02 12:20:14;;14.2;13.2;;;;;
330075;0;;2023-03-02 11:40:00;15.0;-0.3;;;;;;;;;;;;2023-03-02 12:20:14;;15.1;13.9;;;;;
330075;0;;2023-03-02 12:00:00;16.6;1.2;;;;;;;;;;;;2023-03-02 12:20:14;;16.7;15.0;;;;;
330075;0;;2023-03-02 12:20:00;19.1;1.5;;;;;;;;;;;;2023-03-02 13:20:13;;19.2;16.6;;;;;
330075;0;;2023-03-02 12:40:00;21.1;7.1;;;;;;;;;;;;2023-03-02 13:20:13;;21.2;19.2;;;;;
330075;0;;2023-03-02 13:00:00;22.4;7.0;;;;;;;;;;;;2023-03-02 13:20:13;;22.5;21.1;;;;;
330075;0;;2023-03-02 13:20:00;24.0;6.7;;;;;;;;;;;;2023-03-02 14:20:12;;24.0;22.2;;;;;
330075;0;;2023-03-02 13:40:00;24.7;7.6;;;;;;;;;;;;2023-03-02 14:20:12;;25.3;23.9;;;;;
330075;0;;2023-03-02 14:00:00;26.3;8.3;;;;;;;;;;;;2023-03-02 14:20:12;;26.6;24.6;;;;;
330075;0;;2023-03-02 14:20:00;27.4;7.8;;;;;;;;;;;;2023-03-02 15:45:04;;27.5;26.1;;;;;
330075;0;;2023-03-02 14:40:00;27.8;8.0;;;;;;;;;;;;2023-03-02 15:45:04;;28.3;27.1;;;;;
330075;0;;2023-03-02 15:00:00;28.4;8.7;;;;;;;;;;;;2023-03-02 15:45:04;;28.5;27.4;;;;;
330075;0;;2023-03-02 15:20:00;29.6;9.0;;;;;;;;;;;;2023-03-02 16:20:16;;29.8;27.9;;;;;
330075;0;;2023-03-02 15:40:00;30.3;8.7;;;;;;;;;;;;2023-03-02 16:20:16;;30.3;29.5;;;;;
330075;0;;2023-03-02 16:00:00;31.1;8.6;;;;;;;;;;;;2023-03-02 16:20:16;;31.1;30.0;;;;;
330075;0;;2023-03-02 16:20:00;31.5;7.8;;;;;;;;;;;;2023-03-02 17:45:04;;31.8;30.4;;;;;
330075;0;;2023-03-02 16:40:00;32.2;8.8;;;;;;;;;;;;2023-03-02 17:45:04;;32.3;31.3;;;;;
330075;0;;2023-03-02 17:00:00;32.5;8.3;;;;;;;;;;;;2023-03-02 17:45:04;;33.0;32.0;;;;;
330075;0;;2023-03-02 17:20:00;32.6;9.2;;;;;;;;;;;;2023-03-02 19:20:12;;33.3;32.3;;;;;
330075;0;;2023-03-02 17:40:00;32.5;8.9;;;;;;;;;;;;2023-03-02 19:20:12;;33.6;32.1;;;;;
330075;0;;2023-03-02 18:00:00;33.1;8.7;;;;;;;;;;;;2023-03-02 19:20:12;;33.7;32.3;;;;;
330075;0;;2023-03-02 18:20:00;33.4;8.9;;;;;;;;;;;;2023-03-02 19:20:12;;34.1;33.1;;;;;
330075;0;;2023-03-02 18:40:00;33.5;8.8;;;;;;;;;;;;2023-03-02 19:20:12;;34.6;33.3;;;;;
330075;0;;2023-03-02 19:00:00;33.8;9.1;;;;;;;;;;;;2023-03-02 19:20:12;;34.2;33.2;;;;;
330075;0;;2023-03-02 19:20:00;33.4;9.5;;;;;;;;;;;;2023-03-02 20:20:16;;34.2;33.0;;;;;
330075;0;;2023-03-02 19:40:00;33.4;9.5;;;;;;;;;;;;2023-03-02 20:20:16;;34.2;33.4;;;;;
330075;0;;2023-03-02 20:00:00;33.9;9.9;;;;;;;;;;;;2023-03-02 20:20:16;;34.1;33.1;;;;;
330075;0;;2023-03-02 20:20:00;32.5;9.6;;;;;;;;;;;;2023-03-02 22:15:02;;34.1;32.5;;;;;
330075;0;;2023-03-02 20:40:00;31.9;9.8;;;;;;;;;;;;2023-03-02 22:15:02;;33.2;31.9;;;;;
330075;0;;2023-03-02 21:00:00;31.5;9.7;;;;;;;;;;;;2023-03-02 22:15:02;;32.2;31.5;;;;;
330075;0;;2023-03-02 21:20:00;30.9;10.2;;;;;;;;;;;;2023-03-02 22:20:17;;31.8;30.8;;;;;
330075;0;;2023-03-02 21:40:00;30.1;10.5;;;;;;;;;;;;2023-03-02 22:20:17;;31.0;30.1;;;;;
330075;0;;2023-03-02 22:00:00;29.1;10.5;;;;;;;;;;;;2023-03-02 22:20:17;;30.3;29.0;;;;;
330075;0;;2023-03-02 22:20:00;27.6;9.8;;;;;;;;;;;;2023-03-02 23:20:51;;29.1;27.6;;;;;
330075;0;;2023-03-02 22:40:00;26.3;9.4;;;;;;;;;;;;2023-03-02 23:20:51;;27.7;26.3;;;;;
330075;0;;2023-03-02 23:00:00;25.1;9.4;;;;;;;;;;;;2023-03-02 23:20:51;;26.5;24.9;;;;;
330075;0;;2023-03-02 23:20:00;23.9;9.0;;;;;;;;;;;;2023-03-03 01:15:03;;25.1;23.8;;;;;
330075;0;;2023-03-02 23:40:00;22.6;8.5;;;;;;;;;;;;2023-03-03 01:15:03;;24.0;22.6;;;;;
330075;0;;2023-03-03 00:00:00;21.3;8.2;;;;;;;;;;;;2023-03-03 01:15:03;;22.9;21.3;;;;;
330075;0;;2023-03-03 00:20:00;19.9;7.5;;;;;;;;;;;;2023-03-03 01:20:14;;21.5;19.8;;;;;
330075;0;;2023-03-03 00:40:00;18.8;7.3;;;;;;;;;;;;2023-03-03 01:20:14;;20.0;18.8;;;;;
330075;0;;2023-03-03 01:00:00;18.1;7.1;;;;;;;;;;;;2023-03-03 01:20:14;;19.0;18.1;;;;;
330075;0;;2023-03-03 01:20:00;17.4;7.1;;;;;;;;;;;;2023-03-03 02:20:23;;18.3;17.2;;;;;
330075;0;;2023-03-03 01:40:00;16.9;6.8;;;;;;;;;;;;2023-03-03 02:20:23;;17.4;16.9;;;;;
330075;0;;2023-03-03 02:00:00;16.3;6.6;;;;;;;;;;;;2023-03-03 02:20:23;;17.1;16.3;;;;;
330075;0;;2023-03-03 02:20:00;16.2;7.2;;;;;;;;;;;;2023-03-03 03:20:14;;16.4;15.9;;;;;
330075;0;;2023-03-03 02:40:00;16.1;6.9;;;;;;;;;;;;2023-03-03 03:20:14;;16.5;16.0;;;;;
330075;0;;2023-03-03 03:00:00;16.0;7.2;;;;;;;;;;;;2023-03-03 03:20:14;;16.4;15.6;;;;;
330075;0;;2023-03-03 03:20:00;16.6;7.3;;;;;;;;;;;;2023-03-03 04:20:14;;16.8;15.8;;;;;
330075;0;;2023-03-03 03:40:00;15.9;7.3;;;;;;;;;;;;2023-03-03 04:20:14;;16.7;15.9;;;;;
330075;0;;2023-03-03 04:00:00;16.0;7.3;;;;;;;;;;;;2023-03-03 04:20:14;;16.1;15.8;;;;;
330075;0;;2023-03-03 04:20:00;15.5;7.1;;;;;;;;;;;;2023-03-03 05:20:15;;16.2;15.5;;;;;
330075;0;;2023-03-03 04:40:00;15.4;7.1;;;;;;;;;;;;2023-03-03 05:20:15;;15.8;15.4;;;;;
330075;0;;2023-03-03 05:00:00;15.3;7.2;;;;;;;;;;;;2023-03-03 05:20:15;;15.7;15.2;;;;;
330075;0;;2023-03-03 05:20:00;14.8;6.9;;;;;;;;;;;;2023-03-03 06:20:15;;15.5;14.7;;;;;
330075;0;;2023-03-03 05:40:00;14.9;7.4;;;;;;;;;;;;2023-03-03 06:20:15;;15.0;14.4;;;;;
330075;0;;2023-03-03 06:00:00;14.9;7.2;;;;;;;;;;;;2023-03-03 06:20:15;;15.1;14.7;;;;;
330075;0;;2023-03-03 06:20:00;14.7;7.1;;;;;;;;;;;;2023-03-03 07:20:14;;14.9;14.5;;;;;
330075;0;;2023-03-03 06:40:00;15.3;7.1;;;;;;;;;;;;2023-03-03 07:20:14;;15.3;14.6;;;;;
330075;0;;2023-03-03 07:00:00;14.8;6.9;;;;;;;;;;;;2023-03-03 07:20:14;;15.4;14.7;;;;;
330075;0;;2023-03-03 07:20:00;15.1;7.2;;;;;;;;;;;;2023-03-03 08:45:05;;15.2;14.7;;;;;
330075;0;;2023-03-03 07:40:00;14.8;6.8;;;;;;;;;;;;2023-03-03 08:45:05;;15.0;14.6;;;;;
330075;0;;2023-03-03 08:00:00;14.7;6.4;;;;;;;;;;;;2023-03-03 08:45:05;;15.1;14.7;;;;;
330075;0;;2023-03-03 08:20:00;14.6;6.5;;;;;;;;;;;;2023-03-03 09:20:15;;15.0;14.5;;;;;
330075;0;;2023-03-03 08:40:00;14.6;6.3;;;;;;;;;;;;2023-03-03 09:20:15;;14.8;14.4;;;;;
330075;0;;2023-03-03 09:00:00;14.5;6.3;;;;;;;;;;;;2023-03-03 09:20:15;;14.9;14.4;;;;;
330075;0;;2023-03-03 09:20:00;12.8;5.8;;;;;;;;;;;;2023-03-03 10:20:20;;14.5;12.8;;;;;
330075;0;;2023-03-03 09:40:00;13.3;6.0;;;;;;;;;;;;2023-03-03 10:20:20;;13.6;12.8;;;;;
330075;0;;2023-03-03 10:00:00;13.0;5.8;;;;;;;;;;;;2023-03-03 10:20:20;;13.6;12.9;;;;;
330075;0;;2023-03-03 10:20:00;13.2;5.8;;;;;;;;;;;;2023-03-03 11:20:16;;13.4;12.9;;;;;
330075;0;;2023-03-03 10:40:00;13.4;5.9;;;;;;;;;;;;2023-03-03 11:20:16;;13.6;13.1;;;;;
330075;0;;2023-03-03 11:00:00;13.0;5.9;;;;;;;;;;;;2023-03-03 11:20:16;;13.5;12.8;;;;;
330075;0;;2023-03-03 11:20:00;12.4;5.9;;;;;;;;;;;;2023-03-03 12:35:14;;13.2;12.3;;;;;
330075;0;;2023-03-03 11:40:00;14.5;6.4;;;;;;;;;;;;2023-03-03 12:35:14;;14.5;12.3;;;;;
330075;0;;2023-03-03 12:00:00;16.8;6.6;;;;;;;;;;;;2023-03-03 12:35:14;;16.8;14.4;;;;;
330075;0;;2023-03-03 12:20:00;18.6;7.1;;;;;;;;;;;;2023-03-03 13:20:14;;18.8;16.7;;;;;
330075;0;;2023-03-03 12:40:00;19.4;6.9;;;;;;;;;;;;2023-03-03 13:20:14;;19.6;18.5;;;;;
330075;0;;2023-03-03 13:00:00;20.9;7.2;;;;;;;;;;;;2023-03-03 13:20:14;;21.3;19.4;;;;;
330075;0;;2023-03-03 13:20:00;21.5;7.4;;;;;;;;;;;;2023-03-03 14:20:14;;21.8;20.9;;;;;
330075;0;;2023-03-03 13:40:00;22.5;7.1;;;;;;;;;;;;2023-03-03 14:20:14;;22.8;21.6;;;;;
330075;0;;2023-03-03 14:00:00;22.9;8.2;;;;;;;;;;;;2023-03-03 14:20:14;;23.2;22.4;;;;;
330075;0;;2023-03-03 14:20:00;23.4;8.0;;;;;;;;;;;;2023-03-03 15:20:16;;23.6;22.6;;;;;
330075;0;;2023-03-03 14:40:00;24.6;8.8;;;;;;;;;;;;2023-03-03 15:20:16;;25.0;23.2;;;;;
330075;0;;2023-03-03 15:00:00;25.2;9.1;;;;;;;;;;;;2023-03-03 15:20:16;;25.4;24.6;;;;;
330075;0;;2023-03-03 15:20:00;25.7;9.6;;;;;;;;;;;;2023-03-03 16:45:03;;26.1;25.0;;;;;
330075;0;;2023-03-03 15:40:00;26.1;9.7;;;;;;;;;;;;2023-03-03 16:45:03;;26.2;25.4;;;;;
330075;0;;2023-03-03 16:00:00;26.0;9.9;;;;;;;;;;;;2023-03-03 16:45:03;;27.1;25.8;;;;;
330075;0;;2023-03-03 16:20:00;27.4;10.3;;;;;;;;;;;;2023-03-03 17:25:02;;27.4;26.1;;;;;
330075;0;;2023-03-03 16:40:00;27.4;10.0;;;;;;;;;;;;2023-03-03 17:25:02;;27.6;26.8;;;;;
330075;0;;2023-03-03 17:00:00;28.8;10.3;;;;;;;;;;;;2023-03-03 17:25:02;;28.9;26.5;;;;;
330075;0;;2023-03-03 17:20:00;28.1;10.4;;;;;;;;;;;;2023-03-03 18:20:14;;28.8;27.6;;;;;
330075;0;;2023-03-03 17:40:00;28.7;11.4;;;;;;;;;;;;2023-03-03 18:20:14;;29.5;27.9;;;;;
330075;0;;2023-03-03 18:00:00;28.3;11.1;;;;;;;;;;;;2023-03-03 18:20:14;;29.1;28.1;;;;;
330075;0;;2023-03-03 18:20:00;29.4;11.5;;;;;;;;;;;;2023-03-03 19:20:16;;29.6;28.2;;;;;
330075;0;;2023-03-03 18:40:00;29.6;10.9;;;;;;;;;;;;2023-03-03 19:20:16;;30.1;28.8;;;;;
330075;0;;2023-03-03 19:00:00;29.4;11.3;;;;;;;;;;;;2023-03-03 19:20:16;;30.5;29.1;;;;;
330075;0;;2023-03-03 19:20:00;29.7;11.7;;;;;;;;;;;;2023-03-03 20:20:15;;30.2;29.2;;;;;
330075;0;;2023-03-03 19:40:00;29.8;11.2;;;;;;;;;;;;2023-03-03 20:20:15;;30.3;29.5;;;;;
330075;0;;2023-03-03 20:00:00;29.7;10.9;;;;;;;;;;;;2023-03-03 20:20:15;;30.6;29.5;;;;;
330075;0;;2023-03-03 20:20:00;29.2;11.0;;;;;;;;;;;;2023-03-03 21:35:16;;30.3;29.2;;;;;
330075;0;;2023-03-03 20:40:00;28.6;11.0;;;;;;;;;;;;2023-03-03 21:35:16;;29.5;28.1;;;;;
330075;0;;2023-03-03 21:00:00;28.2;11.0;;;;;;;;;;;;2023-03-03 21:35:16;;28.8;28.0;;;;;
330075;0;;2023-03-03 21:20:00;28.4;11.4;;;;;;;;;;;;2023-03-03 22:45:03;;28.5;28.1;;;;;
330075;0;;2023-03-03 21:40:00;27.6;11.2;;;;;;;;;;;;2023-03-03 22:45:03;;28.6;27.6;;;;;
